Nota_Matematica,IAA,Fase Ideal,Turma,RA,INDE,Nota_Portugues,IDA,IAN,Ano Nascimento,IPV,IPS,Ano ingresso,Pedra,Instituição de ensino,Nome Anonimizado,IEG,Idade,Fase,Defasagem,Gênero,Ano_Referencia
8.7,9.5,ALFA  (2º e 3º ano),R,RA-805,8.279,8.9,8.8,10.0,2014,7.333,7.5,2021,Topázio,Escola Pública,Aluno-805,9.0,8,0,0,Masculino,2022
5.0,9.5,ALFA  (2º e 3º ano),R,RA-806,7.561,8.2,6.6,10.0,2014,7.917,7.5,2022,Ametista,Escola Pública,Aluno-806,7.3,8,0,0,Masculino,2022
9.5,9.5,ALFA  (2º e 3º ano),R,RA-807,8.121,8.6,9.0,10.0,2014,7.5,6.3,2022,Topázio,Escola Pública,Aluno-807,8.7,8,0,0,Masculino,2022
9.7,10.0,ALFA  (2º e 3º ano),R,RA-808,8.361,8.8,9.3,10.0,2014,8.0,6.3,2022,Topázio,Escola Pública,Aluno-808,9.1,8,0,0,Masculino,2022
5.5,10.0,ALFA  (2º e 3º ano),R,RA-809,7.259,7.1,6.3,10.0,2015,7.417,6.3,2022,Ametista,Escola Pública,Aluno-809,6.6,7,0,0,Masculino,2022
9.7,8.5,ALFA  (2º e 3º ano),R,RA-810,7.887,9.5,9.6,10.0,2014,7.25,5.0,2021,Ametista,Escola Pública,Aluno-810,9.1,8,0,0,Masculino,2022
8.9,8.9,Fase 1 (4º ano),R,RA-811,6.575,5.7,7.3,5.0,2013,7.667,5.6,2021,Ágata,Escola Pública,Aluno-811,5.7,9,0,-1,Feminino,2022
8.3,9.0,ALFA  (2º e 3º ano),R,RA-812,7.497,6.6,7.4,10.0,2014,7.333,5.6,2022,Ametista,Escola Pública,Aluno-812,8.1,8,0,0,Masculino,2022
6.7,9.5,ALFA  (2º e 3º ano),S,RA-813,7.093,5.3,6.0,10.0,2014,7.417,6.9,2022,Ametista,Escola Pública,Aluno-813,6.5,8,0,0,Masculino,2022
7.8,8.9,Fase 1 (4º ano),S,RA-814,7.592,7.2,7.5,5.0,2013,8.417,6.9,2022,Ametista,Escola Pública,Aluno-814,9.0,9,0,-1,Masculino,2022
7.7,10.0,Fase 1 (4º ano),S,RA-815,6.81,5.3,6.5,5.0,2013,7.0,5.6,2022,Ágata,Escola Pública,Aluno-815,7.9,9,0,-1,Masculino,2022
9.5,10.0,Fase 1 (4º ano),S,RA-816,8.513,9.7,9.6,5.0,2013,9.417,7.5,2022,Topázio,Escola Pública,Aluno-816,9.3,9,0,-1,Feminino,2022
7.7,10.0,ALFA  (2º e 3º ano),S,RA-817,7.819,6.5,7.1,10.0,2014,7.417,6.3,2022,Ametista,Escola Pública,Aluno-817,8.7,8,0,0,Feminino,2022
6.5,9.5,ALFA  (2º e 3º ano),S,RA-818,7.483,5.8,6.2,10.0,2015,7.5,7.5,2022,Ametista,Escola Pública,Aluno-818,7.3,7,0,0,Masculino,2022
8.0,10.0,ALFA  (2º e 3º ano),S,RA-819,7.741,6.5,7.3,10.0,2014,7.333,7.5,2022,Ametista,Escola Pública,Aluno-819,7.9,8,0,0,Masculino,2022
7.7,9.5,Fase 1 (4º ano),T,RA-820,7.417,4.3,6.0,5.0,2013,7.583,6.9,2022,Ametista,Escola Pública,Aluno-820,10.0,9,0,-1,Masculino,2022
5.2,9.0,Fase 2 (5º e 6º ano),T,RA-821,6.342,4.0,4.6,5.0,2012,6.917,7.5,2022,Ágata,Escola Pública,Aluno-821,7.0,10,0,-2,Masculino,2022
6.5,8.0,Fase 2 (5º e 6º ano),T,RA-822,6.922,5.7,6.1,5.0,2012,7.083,7.5,2022,Ágata,Escola Pública,Aluno-822,8.4,10,0,-2,Masculino,2022
4.0,10.0,Fase 2 (5º e 6º ano),T,RA-823,5.989,1.7,2.8,5.0,2012,7.167,7.5,2021,Quartzo,Escola Pública,Aluno-823,6.0,10,0,-2,Feminino,2022
7.0,10.0,ALFA  (2º e 3º ano),T,RA-824,6.799,5.0,6.0,10.0,2014,7.333,6.9,2022,Ágata,Escola Pública,Aluno-824,4.4,8,0,0,Masculino,2022
8.3,7.5,Fase 1 (4º ano),T,RA-825,7.25,6.8,7.6,5.0,2013,7.917,6.9,2021,Ametista,Escola Pública,Aluno-825,8.2,9,0,-1,Feminino,2022
4.3,9.5,ALFA  (2º e 3º ano),U,RA-826,7.776,6.5,5.4,10.0,2014,7.5,7.5,2022,Ametista,Escola Pública,Aluno-826,9.6,8,0,0,Masculino,2022
7.7,9.5,Fase 2 (5º e 6º ano),U,RA-827,7.412,7.5,7.6,5.0,2012,8.667,7.5,2022,Ametista,Escola Pública,Aluno-827,7.0,10,0,-2,Feminino,2022
7.3,9.5,Fase 1 (4º ano),U,RA-828,7.139,6.5,6.9,5.0,2013,7.833,7.5,2022,Ametista,Escola Pública,Aluno-828,7.1,9,0,-1,Feminino,2022
8.2,9.0,ALFA  (2º e 3º ano),U,RA-829,8.003,7.5,7.8,10.0,2014,7.5,7.5,2022,Ametista,Escola Pública,Aluno-829,8.6,8,0,0,Feminino,2022
5.8,10.0,Fase 1 (4º ano),U,RA-830,7.234,6.2,6.0,5.0,2013,7.5,7.5,2022,Ametista,Escola Pública,Aluno-830,8.6,9,0,-1,Feminino,2022
7.3,9.5,Fase 1 (4º ano),U,RA-831,7.41,7.0,7.2,5.0,2013,7.167,7.5,2022,Ametista,Escola Pública,Aluno-831,9.2,9,0,-1,Masculino,2022
8.8,10.0,Fase 1 (4º ano),U,RA-832,8.179,8.8,8.8,5.0,2013,8.833,7.5,2022,Topázio,Escola Pública,Aluno-832,9.2,9,0,-1,Masculino,2022
8.2,10.0,Fase 1 (4º ano),U,RA-833,7.791,7.5,7.8,5.0,2013,7.583,7.5,2022,Ametista,Escola Pública,Aluno-833,9.5,9,0,-1,Masculino,2022
9.2,9.0,Fase 1 (4º ano),U,RA-834,8.136,8.8,9.0,5.0,2013,9.083,7.5,2022,Topázio,Escola Pública,Aluno-834,9.0,9,0,-1,Masculino,2022
7.6,6.9,ALFA  (2º e 3º ano),V,RA-835,7.263,7.3,7.5,10.0,2014,6.667,7.5,2022,Ametista,Escola Pública,Aluno-835,7.3,8,0,0,Masculino,2022
9.0,8.5,Fase 1 (4º ano),V,RA-836,7.665,9.3,9.2,5.0,2013,7.583,7.5,2022,Ametista,Escola Pública,Aluno-836,8.3,9,0,-1,Masculino,2022
9.2,8.5,ALFA  (2º e 3º ano),V,RA-837,8.207,8.3,8.8,10.0,2014,7.5,7.5,2022,Topázio,Escola Pública,Aluno-837,9.0,8,0,0,Masculino,2022
6.6,10.0,Fase 1 (4º ano),V,RA-838,7.461,5.9,6.3,5.0,2013,9.417,7.5,2022,Ametista,Escola Pública,Aluno-838,7.4,9,0,-1,Masculino,2022
5.8,0.0,Fase 1 (4º ano),V,RA-839,5.198,5.0,5.4,5.0,2013,6.583,7.5,2022,Quartzo,Escola Pública,Aluno-839,5.1,9,0,-1,Feminino,2022
9.6,9.0,ALFA  (2º e 3º ano),V,RA-840,7.875,5.9,7.8,10.0,2014,7.5,7.5,2022,Ametista,Escola Pública,Aluno-840,8.2,8,0,0,Masculino,2022
8.6,8.5,Fase 2 (5º e 6º ano),V,RA-841,7.3,5.8,7.2,5.0,2011,7.5,7.5,2022,Ametista,Escola Pública,Aluno-841,8.5,11,0,-2,Masculino,2022
9.1,7.5,ALFA  (2º e 3º ano),Y,RA-842,7.952,9.1,9.1,10.0,2014,8.25,7.5,2022,Ametista,Escola Pública,Aluno-842,8.3,8,0,0,Feminino,2022
9.8,8.5,ALFA  (2º e 3º ano),Y,RA-843,8.538,8.5,9.2,10.0,2014,8.417,7.5,2022,Topázio,Escola Pública,Aluno-843,9.0,8,0,0,Feminino,2022
6.0,0.0,ALFA  (2º e 3º ano),Y,RA-844,6.253,5.8,5.9,10.0,2014,8.333,8.1,2022,Ágata,Escola Pública,Aluno-844,5.0,8,0,0,Masculino,2022
9.1,10.0,ALFA  (2º e 3º ano),Y,RA-845,8.491,8.3,8.7,10.0,2014,8.417,7.5,2022,Topázio,Escola Pública,Aluno-845,8.8,8,0,0,Feminino,2022
7.7,9.0,ALFA  (2º e 3º ano),Y,RA-846,7.412,4.0,5.9,10.0,2015,7.917,7.5,2022,Ametista,Escola Pública,Aluno-846,7.2,7,0,0,Feminino,2022
7.8,7.9,Fase 1 (4º ano),Y,RA-847,6.839,7.6,7.7,5.0,2013,7.417,4.4,2022,Ágata,Escola Pública,Aluno-847,8.2,9,0,-1,Masculino,2022
9.8,9.5,Fase 1 (4º ano),Y,RA-848,7.488,8.1,9.0,5.0,2013,7.833,7.5,2022,Ametista,Escola Pública,Aluno-848,7.0,9,0,-1,Masculino,2022
9.8,8.5,Fase 1 (4º ano),Y,RA-849,7.369,8.3,9.1,5.0,2013,7.417,7.5,2022,Ametista,Escola Pública,Aluno-849,8.3,9,0,-1,Masculino,2022
8.1,10.0,ALFA  (2º e 3º ano),Y,RA-850,7.641,8.8,8.5,10.0,2014,7.167,7.5,2022,Ametista,Escola Pública,Aluno-850,7.3,8,0,0,Masculino,2022
7.9,9.0,ALFA  (2º e 3º ano),Y,RA-851,7.515,8.7,8.3,10.0,2014,6.583,7.5,2022,Ametista,Escola Pública,Aluno-851,7.9,8,0,0,Masculino,2022
2.5,9.0,ALFA  (2º e 3º ano),Z,RA-852,5.666,1.8,2.1,10.0,2015,5.5,5.0,2022,Quartzo,Escola Pública,Aluno-852,6.8,7,0,0,Feminino,2022
8.8,10.0,ALFA  (2º e 3º ano),Z,RA-853,8.616,8.2,8.5,10.0,2014,8.5,7.5,2022,Topázio,Escola Pública,Aluno-853,9.6,8,0,0,Feminino,2022
9.5,8.0,ALFA  (2º e 3º ano),Z,RA-854,8.098,9.0,9.3,10.0,2014,7.167,7.5,2022,Topázio,Escola Pública,Aluno-854,9.0,8,0,0,Feminino,2022
9.7,10.0,Fase 1 (4º ano),Z,RA-855,8.453,9.6,9.7,5.0,2013,9.0,7.5,2022,Topázio,Escola Pública,Aluno-855,9.6,9,0,-1,Feminino,2022
8.5,10.0,ALFA  (2º e 3º ano),Z,RA-856,8.398,8.2,8.4,10.0,2015,8.0,7.5,2022,Topázio,Escola Pública,Aluno-856,9.1,7,0,0,Masculino,2022
9.6,8.5,Fase 1 (4º ano),Z,RA-857,8.154,9.3,9.5,5.0,2013,9.083,7.5,2022,Topázio,Escola Pública,Aluno-857,8.9,9,0,-1,Feminino,2022
8.4,10.0,ALFA  (2º e 3º ano),Z,RA-858,7.523,6.9,7.7,10.0,2015,7.333,5.6,2022,Ametista,Escola Pública,Aluno-858,7.1,7,0,0,Masculino,2022
9.4,8.5,ALFA  (2º e 3º ano),Z,RA-859,8.325,8.4,8.9,10.0,2015,8.25,7.5,2022,Topázio,Escola Pública,Aluno-859,8.7,7,0,0,Feminino,2022
8.9,9.5,ALFA  (2º e 3º ano),Z,RA-860,8.136,7.2,8.1,10.0,2015,7.75,7.5,2022,Topázio,Escola Pública,Aluno-860,8.5,7,0,0,Masculino,2022
9.8,9.5,ALFA (1° e 2° ano),ALFA A - G0/G1,RA-861,9.31095,9.4,9.6,10.0,2015,8.92,8.13,2023,Topázio,Pública,Aluno-861,10.0,8,ALFA,0,Feminino,2023
8.5,8.5,Fase 1 (3° e 4° ano),ALFA A - G0/G1,RA-862,8.2212,9.2,8.9,5.0,2014,8.585,8.14,2023,Topázio,Pública,Aluno-862,9.1,9,ALFA,-1,Masculino,2023
7.0,0.0,ALFA (1° e 2° ano),ALFA A - G0/G1,RA-863,5.92975,5.5,6.3,10.0,2016,6.26,3.14,2023,Quartzo,Pública,Aluno-863,7.6,7,ALFA,0,Masculino,2023
7.0,0.0,ALFA (1° e 2° ano),ALFA A - G0/G1,RA-864,7.034,5.5,6.3,10.0,2015,8.5,8.14,2023,Ametista,Pública,Aluno-864,7.6,8,ALFA,0,Feminino,2023
7.3,8.5,ALFA (1° e 2° ano),ALFA A - G0/G1,RA-865,8.1552,7.5,7.4,10.0,2014,7.915,7.52,2023,Topázio,Pública,Aluno-865,8.7,8,ALFA,0,Masculino,2023
8.2,0.0,ALFA (1° e 2° ano),ALFA A - G0/G1,RA-866,7.679,8.9,8.6,10.0,2016,8.415,8.76,2023,Ametista,Pública,Aluno-866,8.3,7,ALFA,0,Feminino,2023
8.7,9.0,ALFA (1° e 2° ano),ALFA A - G0/G1,RA-867,8.6992,9.0,8.9,10.0,2015,8.415,8.76,2023,Topázio,Pública,Aluno-867,8.6,8,ALFA,0,Masculino,2023
7.8,10.0,ALFA (1° e 2° ano),ALFA A - G0/G1,RA-868,8.63895,6.3,7.1,10.0,2015,8.67,8.76,2023,Topázio,Pública,Aluno-868,9.5,8,ALFA,0,Masculino,2023
9.8,9.0,ALFA (1° e 2° ano),ALFA A - G0/G1,RA-869,9.2587,9.4,9.6,10.0,2015,8.75,8.76,2023,Topázio,Pública,Aluno-869,10.0,8,ALFA,0,Feminino,2023
2.0,0.0,Fase 1 (3° e 4° ano),ALFA A - G0/G1,RA-870,4.909,1.0,1.5,5.0,2014,5.165,8.76,2023,Quartzo,Pública,Aluno-870,8.5,9,ALFA,-1,Feminino,2023
6.8,9.0,Fase 1 (3° e 4° ano),ALFA B - G2/G3,RA-871,6.8617,7.0,6.9,5.0,2014,6.84,3.76,2023,Agata,Pública,Aluno-871,9.5,9,ALFA,-1,Masculino,2023
5.5,0.0,Fase 2 (5° e 6° ano),ALFA B - G2/G3,RA-872,5.267,3.0,4.3,5.0,2013,8.5,2.52,2023,Quartzo,Pública,Aluno-872,6.7,10,ALFA,-2,Feminino,2023
7.2,8.5,Fase 2 (5° e 6° ano),ALFA B - G2/G3,RA-873,7.8012,6.8,7.0,5.0,2012,8.67,7.52,2023,Ametista,Pública,Aluno-873,9.7,11,ALFA,-2,Feminino,2023
6.3,0.0,Fase 1 (3° e 4° ano),ALFA B - G2/G3,RA-874,5.811,3.3,4.8,5.0,2013,6.67,7.52,2023,Quartzo,Pública,Aluno-874,8.2,9,ALFA,-1,Masculino,2023
7.0,9.5,Fase 1 (3° e 4° ano),ALFA B - G2/G3,RA-875,8.2712,7.5,7.3,5.0,2014,9.845,7.52,2023,Topázio,Pública,Aluno-875,9.5,9,ALFA,-1,Masculino,2023
7.3,10.0,ALFA (1° e 2° ano),ALFA B - G2/G3,RA-876,8.6492,7.7,7.5,10.0,2015,8.835,7.52,2023,Topázio,Pública,Aluno-876,9.4,8,ALFA,0,Masculino,2023
7.5,9.5,Fase 1 (3° e 4° ano),ALFA B - G2/G3,RA-877,7.4722,6.2,6.9,5.0,2014,7.5,7.52,2023,Ametista,Pública,Aluno-877,9.5,9,ALFA,-1,Masculino,2023
8.0,0.0,Fase 2 (5° e 6° ano),ALFA B - G2/G3,RA-878,6.24,8.2,8.1,5.0,2013,7.34,2.52,2023,Agata,Pública,Aluno-878,9.5,10,ALFA,-2,Masculino,2023
8.2,0.0,Fase 1 (3° e 4° ano),ALFA B - G2/G3,RA-879,6.8225,8.2,8.2,5.0,2014,8.915,2.52,2023,Agata,Pública,Aluno-879,9.8,9,ALFA,-1,Feminino,2023
6.3,0.0,ALFA (1° e 2° ano),ALFA B - G2/G3,RA-880,6.724,6.2,6.3,10.0,2015,8.585,2.52,2023,Agata,Pública,Aluno-880,9.4,7,ALFA,0,Feminino,2023
7.5,10.0,ALFA (1° e 2° ano),ALFA B - G2/G3,RA-881,7.7322,7.0,7.3,10.0,2015,6.25,7.52,2023,Ametista,Pública,Aluno-881,8.9,8,ALFA,0,Masculino,2023
4.8,9.0,ALFA (1° e 2° ano),ALFA C - G0/G1,RA-882,6.0092,4.5,4.7,10.0,2015,4.16,2.52,2023,Agata,Pública,Aluno-882,8.6,8,ALFA,0,Feminino,2023
8.0,9.5,ALFA (1° e 2° ano),ALFA C - G0/G1,RA-883,8.5082,8.7,8.4,10.0,2015,8.17,6.89,2023,Topázio,Pública,Aluno-883,9.7,8,ALFA,0,Feminino,2023
8.4,9.0,ALFA (1° e 2° ano),ALFA C - G0/G1,RA-884,8.4587,9.2,8.8,10.0,2015,8.66,4.39,2023,Topázio,Pública,Aluno-884,9.7,8,ALFA,0,Feminino,2023
8.5,9.0,ALFA (1° e 2° ano),ALFA C - G0/G1,RA-885,8.8252,8.8,8.7,10.0,2015,8.665,7.52,2023,Topázio,Pública,Aluno-885,9.8,7,ALFA,0,Masculino,2023
7.6,8.5,ALFA (1° e 2° ano),ALFA C - G0/G1,RA-886,8.6422,8.5,8.1,10.0,2016,9.0,7.52,2023,Topázio,Pública,Aluno-886,9.4,7,ALFA,0,Feminino,2023
7.8,8.9,ALFA (1° e 2° ano),ALFA C - G0/G1,RA-887,8.6718,9.0,8.4,10.0,2015,9.09,7.52,2023,Topázio,Pública,Aluno-887,8.9,8,ALFA,0,Masculino,2023
8.2,9.0,ALFA (1° e 2° ano),ALFA C - G0/G1,RA-888,8.9182,9.3,8.8,10.0,2016,8.83,7.52,2023,Topázio,Pública,Aluno-888,10.0,7,ALFA,0,Masculino,2023
8.7,8.5,ALFA (1° e 2° ano),ALFA C - G0/G1,RA-889,8.8092,9.5,9.1,10.0,2015,9.0,6.89,2023,Topázio,Pública,Aluno-889,9.5,8,ALFA,0,Masculino,2023
8.0,0.0,ALFA (1° e 2° ano),ALFA C - G0/G1,RA-890,6.989,8.6,8.3,10.0,2015,8.16,2.52,2023,Agata,Pública,Aluno-890,9.1,8,ALFA,0,Masculino,2023
6.2,9.5,Fase 1 (3° e 4° ano),ALFA C - G0/G1,RA-891,7.8882,8.8,7.5,5.0,2014,7.995,6.89,2023,Ametista,Pública,Aluno-891,9.5,9,ALFA,-1,Feminino,2023
8.3,9.0,ALFA (1° e 2° ano),ALFA D - G2/G3,RA-684,7.4277,4.7,6.5,10.0,2015,5.84,7.52,2022,Ametista,Privada,Aluno-684,8.1,8,ALFA,0,Masculino,2023
8.5,8.0,ALFA (1° e 2° ano),ALFA D - G2/G3,RA-892,8.8112,8.0,8.3,10.0,2015,10.01,6.89,2023,Topázio,Pública,Aluno-892,9.6,8,ALFA,0,Masculino,2023
8.7,8.5,Fase 1 (3° e 4° ano),ALFA D - G2/G3,RA-857,8.1442,8.2,8.5,5.0,2013,9.01,7.52,2022,Topázio,Pública,Aluno-857,9.0,9,ALFA,-1,Feminino,2023
9.5,9.5,Fase 1 (3° e 4° ano),ALFA D - G2/G3,RA-893,8.8042,9.0,9.3,5.0,2014,10.01,7.52,2023,Topázio,Pública,Aluno-893,10.0,9,ALFA,-1,Masculino,2023
9.3,9.5,Fase 1 (3° e 4° ano),ALFA D - G2/G3,RA-894,8.8142,9.5,9.4,5.0,2014,10.01,7.52,2023,Topázio,Pública,Aluno-894,9.9,9,ALFA,-1,Feminino,2023
9.3,9.0,Fase 2 (5° e 6° ano),ALFA D - G2/G3,RA-690,8.6112,8.8,9.1,5.0,2013,10.01,6.89,2022,Topázio,Pública,Aluno-690,9.8,10,ALFA,-2,Feminino,2023
6.8,9.5,ALFA (1° e 2° ano),ALFA D - G2/G3,RA-895,8.5397,6.7,6.8,10.0,2015,9.5,7.52,2023,Topázio,Pública,Aluno-895,9.5,8,ALFA,0,Feminino,2023
9.0,9.5,ALFA (1° e 2° ano),ALFA D - G2/G3,RA-896,9.0912,8.0,8.5,10.0,2015,10.01,6.89,2023,Topázio,Pública,Aluno-896,10.0,7,ALFA,0,Masculino,2023
8.2,10.0,ALFA (1° e 2° ano),ALFA D - G2/G3,RA-693,9.0112,8.7,8.5,10.0,2015,10.01,6.89,2022,Topázio,Pública,Aluno-693,9.4,8,ALFA,0,Feminino,2023
8.5,10.0,ALFA (1° e 2° ano),ALFA D - G2/G3,RA-675,8.3577,8.0,8.3,10.0,2014,8.34,7.52,2022,Topázio,Pública,Aluno-675,8.0,9,ALFA,0,Masculino,2023
6.8,0.0,Fase 1 (3° e 4° ano),ALFA D - G2/G3,RA-850,6.06525,7.7,7.3,5.0,2014,6.265,6.26,2022,Agata,Pública,Aluno-850,7.9,9,ALFA,-1,Masculino,2023
7.2,0.0,Fase 1 (3° e 4° ano),ALFA D - G2/G3,RA-897,5.48225,5.7,6.5,5.0,2014,3.32,7.52,2023,Quartzo,Pública,Aluno-897,8.1,9,ALFA,-1,Masculino,2023
8.2,9.0,Fase 1 (3° e 4° ano),ALFA E - G2/G3,RA-842,7.2117,7.5,7.9,5.0,2014,8.01,3.77,2022,Ametista,Pública,Aluno-842,8.5,9,ALFA,-1,Feminino,2023
9.7,9.0,Fase 1 (3° e 4° ano),ALFA E - G2/G3,RA-898,8.4217,9.0,9.4,5.0,2014,10.01,3.77,2023,Topázio,Pública,Aluno-898,9.8,9,ALFA,-1,Masculino,2023
9.3,10.0,ALFA (1° e 2° ano),ALFA E - G2/G3,RA-899,8.8452,9.6,9.5,10.0,2015,9.34,3.77,2023,Topázio,Pública,Aluno-899,9.8,8,ALFA,0,Masculino,2023
8.0,9.0,ALFA (1° e 2° ano),ALFA E - G2/G3,RA-900,8.8947,7.5,7.8,10.0,2015,8.67,9.38,2023,Topázio,Pública,Aluno-900,9.8,8,ALFA,0,Feminino,2023
6.3,9.5,ALFA (1° e 2° ano),ALFA E - G2/G3,RA-846,7.4637,5.7,6.0,10.0,2015,8.67,3.77,2022,Ametista,Pública,Aluno-846,8.2,8,ALFA,0,Feminino,2023
7.7,8.5,Fase 2 (5° e 6° ano),ALFA E - G2/G3,RA-901,7.3112,7.3,7.5,5.0,2012,8.595,3.77,2023,Ametista,Pública,Aluno-901,8.7,10,ALFA,-2,Masculino,2023
7.3,0.0,Fase 2 (5° e 6° ano),ALFA E - G2/G3,RA-743,6.659,6.8,7.1,5.0,2013,9.01,3.77,2022,Agata,Pública,Aluno-743,9.1,10,ALFA,-2,Feminino,2023
8.8,0.0,Fase 2 (5° e 6° ano),ALFA E - G2/G3,RA-681,6.2955,7.8,8.3,5.0,2012,8.18,3.77,2022,Agata,Pública,Aluno-681,7.8,10,ALFA,-2,Masculino,2023
4.5,10.0,Fase 3 (7° e 8° ano),ALFA E - G2/G3,RA-902,5.97345,3.3,3.9,2.5,2011,6.5,2.52,2023,Quartzo,Pública,Aluno-902,9.3,12,ALFA,-3,Masculino,2023
7.7,10.0,ALFA (1° e 2° ano),ALFA E - G2/G3,RA-903,8.5242,7.8,7.8,10.0,2015,9.01,5.02,2023,Topázio,Pública,Aluno-903,9.6,8,ALFA,0,Feminino,2023
6.8,8.4,Fase 1 (3° e 4° ano),ALFA E - G2/G3,RA-851,6.1683,6.3,6.6,5.0,2014,6.01,2.52,2022,Agata,Pública,Aluno-851,7.5,9,ALFA,-1,Masculino,2023
7.5,7.9,Fase 2 (5° e 6° ano),ALFA E - G2/G3,RA-847,6.5418,7.6,7.6,5.0,2013,5.84,2.52,2022,Agata,Pública,Aluno-847,9.1,10,ALFA,-2,Masculino,2023
6.0,9.0,ALFA (1° e 2° ano),ALFA F - G0/G1,RA-904,8.140783333,6.8,6.4,10.0,2016,7.836666667,7.52,2023,Topázio,Pública,Aluno-904,9.3,7,ALFA,0,Feminino,2023
9.3,0.0,ALFA (1° e 2° ano),ALFA F - G0/G1,RA-858,7.248833333,9.2,9.3,10.0,2015,7.946666667,3.77,2022,Ametista,Pública,Aluno-858,8.1,8,ALFA,0,Masculino,2023
7.5,9.5,Fase 1 (3° e 4° ano),ALFA F - G0/G1,RA-905,7.831033333,9.0,8.3,5.0,2013,7.056666667,7.52,2023,Ametista,Pública,Aluno-905,9.4,9,ALFA,-1,Masculino,2023
9.3,10.0,Fase 1 (3° e 4° ano),ALFA F - G0/G1,RA-702,8.239866667,9.3,9.3,5.0,2014,7.833333333,5.63,2022,Topázio,Pública,Aluno-702,10.0,9,ALFA,-1,Feminino,2023
8.1,9.5,Fase 1 (3° e 4° ano),ALFA F - G0/G1,RA-725,8.117366667,8.7,8.4,5.0,2014,8.113333333,7.52,2022,Topázio,Pública,Aluno-725,9.0,9,ALFA,-1,Masculino,2023
7.7,7.5,ALFA (1° e 2° ano),ALFA F - G0/G1,RA-906,8.1922,9.4,8.6,10.0,2015,6.95,7.52,2023,Topázio,Pública,Aluno-906,9.2,8,ALFA,0,Masculino,2023
9.2,9.5,ALFA (1° e 2° ano),ALFA F - G0/G1,RA-907,8.962033333,9.4,9.3,10.0,2015,8.336666667,7.52,2023,Topázio,Privada,Aluno-907,9.6,8,ALFA,0,Feminino,2023
6.7,9.0,ALFA (1° e 2° ano),ALFA F - G0/G1,RA-908,8.479366667,9.0,7.9,10.0,2015,8.223333333,7.52,2023,Topázio,Pública,Aluno-908,9.0,8,ALFA,0,Feminino,2023
9.1,10.0,Fase 2 (5° e 6° ano),ALFA F - G0/G1,RA-909,8.486033333,9.2,9.2,5.0,2013,8.056666667,7.52,2023,Topázio,Pública,Aluno-909,9.9,10,ALFA,-2,Feminino,2023
8.8,0.0,Fase 1 (3° e 4° ano),ALFA F - G0/G1,RA-708,7.5105,9.5,9.2,5.0,2013,8.28,7.52,2022,Ametista,Pública,Aluno-708,9.8,9,ALFA,-1,Masculino,2023
8.8,0.0,ALFA (1° e 2° ano),ALFA F - G0/G1,RA-910,7.801,9.0,8.9,10.0,2015,8.17,7.52,2023,Ametista,Pública,Aluno-910,8.8,8,ALFA,0,Masculino,2023
8.0,7.9,Fase 2 (5° e 6° ano),ALFA G - G2/G3,RA-671,6.5143,7.5,7.8,5.0,2013,5.68,3.14,2021,Agata,Pública,Aluno-671,8.3,10,ALFA,-2,Masculino,2023
6.7,9.5,Fase 2 (5° e 6° ano),ALFA G - G2/G3,RA-836,7.6417,6.7,6.7,5.0,2013,8.085,6.27,2022,Ametista,Pública,Aluno-836,9.6,10,ALFA,-2,Masculino,2023
3.7,9.0,Fase 2 (5° e 6° ano),ALFA G - G2/G3,RA-911,5.59545,3.0,3.4,5.0,2012,7.01,2.52,2023,Quartzo,Pública,Aluno-911,6.7,11,ALFA,-2,Masculino,2023
