Nota_Matematica,IAA,Fase Ideal,Turma,RA,INDE,Nota_Portugues,IDA,IAN,Ano Nascimento,IPV,IPS,Ano ingresso,Pedra,Instituição de ensino,Nome Anonimizado,IEG,Idade,Fase,Defasagem,Gênero,Ano_Referencia
7.0,8.502,Fase 2 (5° e 6° ano),2R,RA-1509,7.560230303200001,8.0,7.5,10.0,2013,7.446666667,7.51,2024,Ametista,Pública,Aluno-1509,6.5151515155,11,2R,0,Masculino,2024
10.0,10.002,Fase 2 (5° e 6° ano),2R,RA-1510,9.464745454400001,10.0,10.0,10.0,2013,9.003333333,7.51,2024,Topázio,Pública,Aluno-1510,9.7727272725,11,2R,0,Feminino,2024
8.0,9.502,Fase 2 (5° e 6° ano),2U,RA-785,9.1548666666,10.0,9.0,10.0,2013,8.893333333,7.51,2022,Topázio,Pública,Aluno-785,10.0,11,2U,0,Feminino,2024
8.0,10.002,Fase 2 (5° e 6° ano),2U,RA-1511,8.9217077641,9.5,8.75,10.0,2013,8.556666667,7.51,2024,Topázio,Pública,Aluno-1511,9.3271221535,11,2U,0,Feminino,2024
7.0,9.502,Fase 3 (7° e 8° ano),2U,RA-752,6.57279265,4.5,5.75,5.0,2011,5.613333333,7.51,2022,Agata,Pública,Aluno-752,7.525879916999999,12,2U,-1,Feminino,2024
4.0,7.502,Fase 3 (7° e 8° ano),2U,RA-790,6.8089355072,9.5,6.75,5.0,2011,6.883333333,7.51,2022,Agata,Pública,Aluno-790,6.811594203,13,2U,-1,Masculino,2024
8.0,8.002,Fase 3 (7° e 8° ano),2U,RA-590,6.712378053800001,0.0,4.0,5.0,2012,7.723333333,6.26,2021,Agata,Privada,Aluno-590,8.457556936,12,2U,-1,Feminino,2024
7.0,9.502,Fase 2 (5° e 6° ano),2U,RA-1512,8.10445,4.0,5.5,10.0,2014,7.61,7.51,2024,Topázio,Pública,Aluno-1512,10.0,10,2U,0,Feminino,2024
4.0,7.502,Fase 3 (7° e 8° ano),2U,RA-472,6.6397610766,8.5,6.25,5.0,2010,6.333333333,7.51,2022,Agata,Pública,Aluno-472,7.48447205,14,2U,-1,Feminino,2024
8.0,9.002,Fase 3 (7° e 8° ano),2U,RA-628,8.2366166666,10.0,9.0,5.0,2011,7.833333333,7.51,2022,Topázio,Pública,Aluno-628,10.0,13,2U,-1,Masculino,2024
4.0,8.502,Fase 3 (7° e 8° ano),2U,RA-1513,6.5509171717,3.5,3.75,5.0,2012,7.223333333,7.51,2024,Agata,Pública,Aluno-1513,7.5252525255,12,2U,-1,Feminino,2024
5.0,9.002,Fase 2 (5° e 6° ano),2U,RA-1514,7.520576262600001,6.0,5.5,10.0,2012,7.273333333,7.51,2024,Ametista,Pública,Aluno-1514,7.979797980000001,12,2U,0,Feminino,2024
6.0,10.002,Fase 2 (5° e 6° ano),2U,RA-629,8.061295238200001,6.0,6.0,10.0,2013,7.276666667,7.51,2022,Topázio,Pública,Aluno-629,9.523809524,11,2U,0,Feminino,2024
7.0,9.002,Fase 2 (5° e 6° ano),2U,RA-832,8.2403304348,9.0,8.0,10.0,2013,7.5,7.51,2022,Topázio,Pública,Aluno-832,8.695652174,11,2U,0,Masculino,2024
6.0,6.418,Fase 3 (7° e 8° ano),2U,RA-1515,5.832133333300001,1.0,3.5,5.0,2012,6.72,6.255,2024,Quartzo,Pública,Aluno-1515,6.6666666665,12,2U,-1,Feminino,2024
9.0,9.002,Fase 2 (5° e 6° ano),2U,RA-833,8.5184577641,7.0,8.0,10.0,2013,7.946666667,7.51,2022,Topázio,Pública,Aluno-833,9.3271221535,11,2U,0,Masculino,2024
8.0,10.002,Fase 1 (3° e 4° ano),2U,RA-819,8.652552484400001,10.0,9.0,10.0,2014,8.503333333,7.51,2022,Topázio,Pública,Aluno-819,7.784679089,10,2U,1,Masculino,2024
6.5,9.168,Fase 3 (7° e 8° ano),3A,RA-1073,7.0859945773333335,5.0,6.5,10.0,2011,5.7875,7.5,2022,Ametista,Pública,Aluno-1073,6.370972886666667,13,3A,0,Feminino,2024
6.0,7.5,Fase 3 (7° e 8° ano),3A,RA-494,7.922281328333334,5.5,6.333333333333333,10.0,2011,8.915,8.755,2022,Ametista,Privada,Aluno-494,7.329323308333333,13,3A,0,Feminino,2024
0.0,8.334,Fase 3 (7° e 8° ano),3A,RA-484,3.8354776573333336,0.0,0.0,10.0,2011,3.1225,2.51,2022,Quartzo,Pública,Aluno-484,3.9141382866666667,13,3A,0,Masculino,2024
5.0,10.002,Fase 3 (7° e 8° ano),3A,RA-496,6.726607507733334,4.5,5.666666666666667,10.0,2011,6.1625,6.255,2021,Agata,Privada,Aluno-496,5.315995871999999,13,3A,0,Masculino,2024
0.0,9.585,Fase 3 (7° e 8° ano),3A,RA-1516,7.217066033133334,5.0,4.666666666666667,10.0,2011,7.5475,9.38,2024,Ametista,Privada,Aluno-1516,5.404288499000001,13,3A,3,Feminino,2024
3.0,9.585,Fase 6 (2° EM),3A,RA-1143,5.881225668333334,6.5,3.1666666666666665,2.5,2008,6.79,9.38,2021,Quartzo,Pública,Aluno-1143,5.201336675,16,3A,-3,Feminino,2024
5.0,9.168,Fase 4 (9° ano),3A,RA-1517,6.240744444466667,4.5,4.666666666666667,5.0,2009,6.7075,9.38,2024,Agata,Pública,Aluno-1517,4.305555555666667,15,3A,-1,Masculino,2024
0.0,7.084,Fase 4 (9° ano),3A,RA-1518,5.721382142866666,3.5,1.75,5.0,2009,6.5825,9.38,2022,Quartzo,Pública,Aluno-1518,5.714285714333333,15,3A,-1,Feminino,2024
4.0,9.585,Fase 3 (7° e 8° ano),3A,RA-227,8.074015455333335,6.0,6.5,10.0,2010,7.54,9.38,2022,Topázio,Pública,Aluno-227,8.097577276666668,13,3A,0,Masculino,2024
10.0,9.168,Fase 3 (7° e 8° ano),3A,RA-487,9.4171373016,9.0,9.666666666666666,10.0,2012,9.1725,9.38,2021,Topázio,Privada - Programa de Apadrinhamento,Aluno-487,9.441269841333334,12,3A,0,Feminino,2024
5.5,8.334,Fase 3 (7° e 8° ano),3A,RA-1076,7.479598365200001,6.5,6.333333333333333,10.0,2011,6.5425,8.125,2021,Ametista,Pública,Aluno-1076,7.777033492666668,13,3A,0,Feminino,2024
1.0,8.751,Fase 3 (7° e 8° ano),3A,RA-1084,6.9071109649333335,6.0,3.6666666666666665,10.0,2012,7.4575,5.63,2023,Agata,Pública,Aluno-1084,7.705263158,12,3A,0,Feminino,2024
0.0,9.585,Fase 3 (7° e 8° ano),3A,RA-1519,7.210222117800001,6.5,4.833333333333333,10.0,2009,7.5025,8.755,2024,Ametista,Pública,Aluno-1519,5.560902255666666,15,3A,3,Masculino,2024
5.5,9.168,Fase 2 (5° e 6° ano),3A,RA-490,7.368084290266667,6.0,6.166666666666667,10.0,2012,7.295,8.755,2022,Ametista,Privada,Aluno-490,5.5110047846666665,12,3A,1,Feminino,2024
6.0,10.002,Fase 3 (7° e 8° ano),3A,RA-346,7.761749603200001,4.5,6.166666666666667,10.0,2012,8.2525,2.51,2022,Ametista,Pública,Aluno-346,9.149206349333333,12,3A,0,Masculino,2024
0.0,5.832,Fase 3 (7° e 8° ano),3B,RA-546,5.702426010066667,4.0,4.666666666666667,10.0,2011,5.5,8.135,2021,Quartzo,Pública,Aluno-546,3.7838383836666662,13,3B,0,Feminino,2024
2.0,7.917,Fase 3 (7° e 8° ano),3B,RA-1087,6.913936532,5.0,2.6666666666666665,10.0,2011,6.58,8.755,2023,Agata,Pública,Aluno-1087,8.393265993333333,13,3B,0,Feminino,2024
3.0,10.002,Fase 2 (5° e 6° ano),3B,RA-493,7.4643250000000005,4.0,3.1666666666666665,10.0,2013,6.705,10.0,2021,Ametista,Pública,Aluno-493,8.933333333333334,11,3B,1,Feminino,2024
4.0,8.334,Fase 4 (9° ano),3B,RA-1520,7.0026462121333335,3.5,3.75,5.0,2010,7.3325,8.75,2024,Ametista,Pública,Aluno-1520,9.060606060666666,14,3B,-1,Feminino,2024
8.0,8.751,Fase 3 (7° e 8° ano),3B,RA-1072,7.8153856754,7.0,8.166666666666666,10.0,2011,7.545,8.755,2023,Ametista,Pública,Aluno-1072,5.627886710333333,12,3B,0,Masculino,2024
2.0,7.5,Fase 4 (9° ano),3B,RA-1521,5.065788844333333,5.5,3.1666666666666665,5.0,2010,5.4525,2.51,2024,Quartzo,Pública,Aluno-1521,6.157902555,14,3B,-1,Feminino,2024
6.5,8.334,Fase 2 (5° e 6° ano),3B,RA-536,7.7704681818,4.5,5.5,10.0,2012,7.415,8.135,2021,Ametista,Pública,Aluno-536,9.109090909,11,3B,1,Feminino,2024
5.0,7.5,Fase 3 (7° e 8° ano),3B,RA-1079,5.4253413299333335,7.5,6.333333333333333,10.0,2010,4.1625,2.51,2023,Quartzo,Pública,Aluno-1079,4.516498316333333,13,3B,0,Masculino,2024
4.0,8.751,Fase 4 (9° ano),3B,RA-331,6.231045707066668,3.5,3.5,5.0,2010,5.62,8.755,2021,Agata,Pública,Aluno-331,7.735353535333334,14,3B,-1,Feminino,2024
10.0,8.751,Fase 3 (7° e 8° ano),3B,RA-1522,8.3261,4.0,7.0,10.0,2011,7.1275,9.38,2024,Topázio,Pública,Aluno-1522,10.0,13,3B,0,Masculino,2024
8.5,9.168,Fase 2 (5° e 6° ano),3B,RA-1096,9.189883333333334,7.0,8.5,10.0,2012,9.09,8.755,2023,Topázio,Pública,Aluno-1096,9.866666666666667,11,3B,1,Feminino,2024
9.0,10.002,Fase 2 (5° e 6° ano),3B,RA-513,8.728632539666668,5.5,7.666666666666667,10.0,2013,8.545,8.135,2021,Topázio,Privada,Aluno-513,8.831746031666666,11,3B,1,Masculino,2024
6.5,9.168,Fase 3 (7° e 8° ano),3B,RA-531,7.9127926470666665,4.5,6.666666666666667,10.0,2012,7.335,4.38,2022,Ametista,Pública,Aluno-531,9.803921568666667,12,3B,0,Masculino,2024
8.0,6.666,Fase 2 (5° e 6° ano),3B,RA-1523,8.67371279,6.5,8.166666666666666,10.0,2012,8.755,8.755,2024,Topázio,Pública,Aluno-1523,9.283272283333334,11,3B,1,Masculino,2024
4.0,7.917,Fase 4 (9° ano),3B,RA-1524,5.5473805555333335,5.75,4.0,5.0,2010,6.9175,7.51,2024,Quartzo,Pública,Aluno-1524,2.777777777666667,14,3B,-1,Feminino,2024
2.0,8.751,Fase 4 (9° ano),3B,RA-1147,5.833118518533334,5.0,3.1666666666666665,5.0,2009,5.495,8.755,2023,Quartzo,Pública,Aluno-1147,6.125925926,15,3B,-1,Feminino,2024
10.0,9.168,Fase 2 (5° e 6° ano),3C,RA-479,8.901966666666668,9.0,9.666666666666666,10.0,2012,9.45,2.51,2021,Topázio,Privada - Programa de Apadrinhamento,Aluno-479,9.866666666666667,12,3C,1,Masculino,2024
4.5,7.5,Fase 3 (7° e 8° ano),3C,RA-517,5.880466583166668,4.0,5.0,10.0,2010,6.11,2.51,2021,Quartzo,Pública,Aluno-517,5.266499582333334,14,3C,0,Feminino,2024
7.0,9.168,Fase 3 (7° e 8° ano),3C,RA-325,8.385133333233336,5.5,7.0,10.0,2012,7.553333333,7.51,2022,Topázio,Pública,Aluno-325,9.866666666666667,12,3C,0,Masculino,2024
6.5,7.917,Fase 3 (7° e 8° ano),3C,RA-1525,7.778263492033334,5.5,7.0,10.0,2011,7.553333333,5.63,2024,Ametista,Pública,Aluno-1525,8.293650793666666,13,3C,0,Masculino,2024
7.5,8.334,Fase 3 (7° e 8° ano),3C,RA-518,6.3467483709,3.5,4.0,10.0,2012,6.94,2.51,2022,Agata,Pública,Aluno-518,6.8300751879999995,12,3C,0,Masculino,2024
2.0,10.002,Fase 5 (1° EM),3C,RA-1146,5.3933086048000005,0.0,2.0,5.0,2008,5.883333333,6.88,2023,Quartzo,Pública,Aluno-1146,5.017209691,15,3C,-2,Feminino,2024
4.0,8.751,Fase 3 (7° e 8° ano),3C,RA-530,7.214534419433333,6.0,4.5,10.0,2012,7.496666667,9.38,2021,Ametista,Pública,Aluno-530,6.468838763666667,12,3C,0,Masculino,2024
8.5,7.083,Fase 3 (7° e 8° ano),3C,RA-524,7.026322556366667,7.5,8.666666666666666,10.0,2011,7.39,2.51,2021,Ametista,Pública,Aluno-524,5.111779448666667,13,3C,0,Masculino,2024
10.0,10.002,Fase 2 (5° e 6° ano),3C,RA-578,9.066199999966669,9.5,9.833333333333334,10.0,2012,9.45,2.51,2021,Topázio,Privada - Programa de Apadrinhamento,Aluno-578,10.0,12,3C,1,Masculino,2024
8.5,9.585,Fase 4 (9° ano),3C,RA-526,7.843157894833334,3.5,7.333333333333333,5.0,2010,7.496666667,8.13,2022,Ametista,Pública,Aluno-526,9.382456140333334,14,3C,-1,Masculino,2024
8.5,9.168,Fase 3 (7° e 8° ano),3C,RA-528,7.276330075300001,4.5,6.666666666666667,10.0,2011,6.936666667,7.51,2021,Ametista,Pública,Aluno-528,5.793483709333334,13,3C,0,Masculino,2024
8.0,10.002,Fase 2 (5° e 6° ano),3C,RA-516,8.384033333366668,8.5,8.833333333333334,10.0,2013,7.56,2.51,2021,Topázio,Privada - Programa de Apadrinhamento,Aluno-516,10.0,11,3C,1,Masculino,2024
4.0,9.585,Fase 3 (7° e 8° ano),3C,RA-534,7.088855054266667,4.0,5.0,10.0,2010,7.103333333,7.51,2021,Ametista,Pública,Aluno-534,6.043441938333333,14,3C,0,Masculino,2024
4.5,10.002,Fase 4 (9° ano),3C,RA-1097,5.475324895633334,4.5,3.0,5.0,2009,5.88,6.25,2023,Quartzo,Pública,Aluno-1097,4.849791144666667,15,3C,-1,Masculino,2024
4.0,8.334,Fase 4 (9° ano),3C,RA-360,6.293175689166667,6.0,5.833333333333333,5.0,2010,6.993333333,5.0,2021,Agata,Pública,Aluno-360,5.618045113,14,3C,-1,Feminino,2024
2.0,9.168,Fase 3 (7° e 8° ano),3D,RA-1526,7.9798,5.5,3.75,10.0,2011,8.1275,8.75,2024,Ametista,Pública,Aluno-1526,10.0,13,3D,0,Feminino,2024
0.0,0.0,Fase 3 (7° e 8° ano),3D,RA-1077,5.543865740733334,6.0,2.0,10.0,2012,6.37,6.885,2023,Quartzo,Pública,Aluno-1077,7.703703703666666,12,3D,0,Masculino,2024
0.0,7.083,Fase 2 (5° e 6° ano),3D,RA-508,6.771708625733333,7.0,4.666666666666667,10.0,2012,7.5,7.51,2022,Agata,Pública,Aluno-508,5.567251461999999,12,3D,1,Masculino,2024
4.0,9.585,Fase 3 (7° e 8° ano),3D,RA-363,7.617803571466666,3.5,5.333333333333333,10.0,2010,6.955,5.625,2022,Ametista,Privada,Aluno-363,9.523809524,14,3D,0,Masculino,2024
6.0,7.917,Fase 3 (7° e 8° ano),3D,RA-340,6.715437329466668,7.0,5.166666666666667,10.0,2011,5.83,7.51,2021,Agata,Pública,Aluno-340,6.585769980666666,13,3D,0,Masculino,2024
9.0,9.168,Fase 3 (7° e 8° ano),3D,RA-1527,8.631675000000001,7.0,8.0,10.0,2010,7.835,7.51,2024,Topázio,Pública,Aluno-1527,10.0,13,3D,0,Masculino,2024
6.0,9.168,Fase 3 (7° e 8° ano),3D,RA-509,6.918152272733334,4.5,6.0,10.0,2010,7.2475,2.51,2021,Agata,Pública,Aluno-509,6.363636363666667,13,3D,0,Feminino,2024
6.0,9.585,Fase 3 (7° e 8° ano),3D,RA-500,8.077708333333334,6.0,6.666666666666667,10.0,2012,8.3775,2.51,2021,Topázio,Privada - Programa de Apadrinhamento,Aluno-500,10.0,12,3D,0,Feminino,2024
3.0,9.168,Fase 3 (7° e 8° ano),3D,RA-1528,7.622584090933335,6.0,5.666666666666667,10.0,2011,7.335,7.51,2024,Ametista,Pública,Aluno-1528,7.787878788,13,3D,0,Masculino,2024
6.0,9.168,Fase 3 (7° e 8° ano),3D,RA-1089,7.6221531746,6.0,6.833333333333333,10.0,2012,6.995,8.13,2023,Ametista,Pública,Aluno-1089,7.039682539666667,12,3D,0,Feminino,2024
3.5,9.585,Fase 3 (7° e 8° ano),3D,RA-1090,7.7652831384,7.5,6.333333333333333,10.0,2010,7.4175,7.51,2023,Ametista,Pública,Aluno-1090,7.621832358666666,14,3D,0,Masculino,2024
6.0,9.585,Fase 2 (5° e 6° ano),3D,RA-503,8.547495614066667,8.0,7.666666666666667,10.0,2012,7.7925,7.51,2021,Topázio,Pública,Aluno-503,9.824561403666666,12,3D,1,Masculino,2024
8.5,7.5,Fase 3 (7° e 8° ano),3D,RA-1093,8.5079027778,8.0,8.666666666666666,10.0,2012,8.8825,8.13,2023,Topázio,Pública,Aluno-1093,7.722222222333333,12,3D,0,Masculino,2024
6.0,9.168,Fase 3 (7° e 8° ano),3D,RA-1094,8.0164785714,7.5,7.333333333333333,10.0,2011,8.1675,2.51,2023,Topázio,Pública,Aluno-1094,9.523809523666666,12,3D,0,Feminino,2024
3.0,7.5,Fase 3 (7° e 8° ano),3D,RA-1095,6.108547514666667,2.0,2.3333333333333335,10.0,2010,5.125,7.51,2023,Agata,Pública,Aluno-1095,7.84502924,14,3D,0,Masculino,2024
1.0,8.751,Fase 3 (7° e 8° ano),3D,RA-1098,6.5744562514,3.5,3.5,10.0,2010,6.7475,7.51,2023,Agata,Pública,Aluno-1098,5.822406257,14,3D,0,Feminino,2024
0.0,8.334,Fase 3 (7° e 8° ano),3F,RA-1106,5.936272086266667,0.0,0.0,10.0,2011,7.5,7.51,2023,Quartzo,Pública,Aluno-1106,5.4312354313333335,13,3F,0,Masculino,2024
5.0,7.917,Fase 5 (1° EM),3F,RA-568,5.545864285733334,5.5,5.166666666666667,5.0,2008,5.496,8.13,2021,Quartzo,Pública,Aluno-568,3.2619047620000003,16,3F,-2,Masculino,2024
2.5,9.168,Fase 5 (1° EM),3F,RA-558,5.048054503133334,4.0,3.0,5.0,2008,4.268,8.13,2022,Quartzo,Pública,Aluno-558,3.7763975156666674,16,3F,-2,Masculino,2024
1.0,10.002,Fase 3 (7° e 8° ano),3F,RA-559,6.158158974333333,2.5,3.1666666666666665,10.0,2011,4.728,8.13,2021,Agata,Pública,Aluno-559,5.705128205,13,3F,0,Masculino,2024
6.0,6.666,Fase 4 (9° ano),3F,RA-1529,6.710079487200001,5.5,5.5,5.0,2010,6.964,7.51,2024,Agata,Pública,Aluno-1529,7.435897436,14,3F,-1,Feminino,2024
5.0,6.249,Fase 2 (5° e 6° ano),3F,RA-1111,6.116032815733334,4.0,5.0,10.0,2012,5.824,7.5,2023,Agata,Pública,Aluno-1111,4.600414078666667,12,3F,1,Feminino,2024
3.5,9.168,Fase 3 (7° e 8° ano),3F,RA-1108,6.017215010400001,3.5,3.6666666666666665,10.0,2010,5.422,8.13,2023,Agata,Pública,Aluno-1108,3.7546583853333337,13,3F,0,Masculino,2024
1.5,8.751,Fase 3 (7° e 8° ano),3F,RA-542,6.7205649586,5.0,3.9333333333333336,10.0,2011,6.232,8.13,2021,Agata,Pública,Aluno-542,6.481366459666667,13,3F,0,Feminino,2024
7.0,8.751,Fase 2 (5° e 6° ano),3F,RA-543,8.0467871118,6.5,6.833333333333333,10.0,2012,8.7,2.51,2022,Topázio,Pública,Aluno-543,9.616977225666666,12,3F,1,Feminino,2024
1.5,0.0,Fase 3 (7° e 8° ano),3F,RA-1530,4.6391535714200005,7.0,2.8333333333333335,10.0,2011,5.258,8.13,2024,Quartzo,Pública,Aluno-1530,2.5238095237666665,13,3F,0,Masculino,2024
5.0,10.002,Fase 4 (9° ano),3F,RA-555,5.111470186333333,4.0,4.333333333333333,5.0,2010,5.03,6.885,2021,Quartzo,Pública,Aluno-555,2.7505175983333334,14,3F,-1,Masculino,2024
4.5,8.751,Fase 4 (9° ano),3F,RA-1531,7.0491790134,8.0,5.833333333333333,5.0,2010,7.14,7.505,2024,Ametista,Pública,Aluno-1531,7.9726867336666665,14,3F,-1,Masculino,2024
2.5,8.334,Fase 3 (7° e 8° ano),3G,RA-1099,7.332483333333334,3.5,3.8333333333333335,10.0,2010,6.6225,10.0,2023,Ametista,Pública,Aluno-1099,8.133333333333333,14,3G,0,Feminino,2024
7.0,7.917,Fase 4 (9° ano),3G,RA-1154,7.5660750000000005,7.0,8.0,5.0,2010,6.745,7.51,2023,Ametista,Pública,Aluno-1154,9.200000000000001,14,3G,-1,Masculino,2024
4.0,7.5,Fase 2 (5° e 6° ano),3G,RA-1100,6.649708333333334,4.0,4.666666666666667,10.0,2012,5.6175,7.51,2023,Agata,Pública,Aluno-1100,7.1000000000000005,12,3G,1,Masculino,2024
2.5,8.334,Fase 5 (1° EM),3G,RA-381,5.940775,4.5,3.6666666666666665,5.0,2009,6.1225,7.51,2021,Quartzo,Pública,Aluno-381,6.133333333333333,15,3G,-2,Masculino,2024
8.0,8.751,Fase 3 (7° e 8° ano),3G,RA-364,8.2697037582,5.0,7.5,10.0,2011,7.2075,7.51,2021,Topázio,Pública,Aluno-364,9.526143791,13,3G,0,Masculino,2024
5.0,10.002,Fase 3 (7° e 8° ano),3G,RA-539,8.465533333333335,3.5,5.833333333333333,10.0,2011,9.13,7.51,2022,Topázio,Privada - Programa de Apadrinhamento,Aluno-539,9.233333333333333,13,3G,0,Feminino,2024
6.0,9.168,Fase 3 (7° e 8° ano),3G,RA-573,7.839050000000001,3.5,5.0,10.0,2011,6.8275,8.755,2021,Ametista,Pública,Aluno-573,9.5,13,3G,0,Masculino,2024
1.0,8.751,Fase 3 (7° e 8° ano),3G,RA-1107,5.9731,3.5,2.5,10.0,2010,6.785,2.51,2023,Quartzo,Pública,Aluno-1107,6.2,13,3G,0,Feminino,2024
4.5,7.917,Fase 4 (9° ano),3G,RA-368,6.782158333333333,7.0,7.0,5.0,2009,6.7025,7.51,2021,Agata,Pública,Aluno-368,6.166666666666667,15,3G,-1,Masculino,2024
5.0,7.5,Fase 4 (9° ano),3G,RA-387,6.125500000000001,4.0,4.333333333333333,5.0,2009,5.9975,7.51,2021,Agata,Pública,Aluno-387,7.166666666666667,15,3G,-1,Masculino,2024
1.5,7.083,Fase 3 (7° e 8° ano),3G,RA-556,5.833377380933333,4.5,3.8333333333333335,10.0,2011,6.1625,2.51,2021,Quartzo,Pública,Aluno-556,6.171428571333333,13,3G,0,Feminino,2024
6.5,9.585,Fase 3 (7° e 8° ano),3G,RA-389,7.2079551282,4.0,5.166666666666667,10.0,2011,6.745,8.76,2021,Ametista,Pública,Aluno-389,6.674358974333333,13,3G,0,Masculino,2024
3.0,7.5,Fase 3 (7° e 8° ano),3G,RA-390,6.5472236842000004,2.5,4.166666666666667,10.0,2010,6.08,8.755,2022,Agata,Pública,Aluno-390,6.080701754333333,13,3G,0,Feminino,2024
2.0,10.002,Fase 4 (9° ano),3G,RA-376,5.896573588800001,5.0,2.8333333333333335,5.0,2010,6.325,2.51,2021,Quartzo,Pública,Aluno-376,8.287284610666667,14,3G,-1,Feminino,2024
2.0,8.751,Fase 3 (7° e 8° ano),3G,RA-584,6.752914393933334,5.0,4.333333333333333,10.0,2012,6.37,8.755,2021,Agata,Pública,Aluno-584,5.636363636333333,12,3G,0,Feminino,2024
7.0,9.168,Fase 3 (7° e 8° ano),3H,RA-535,7.659555952400001,5.5,6.0,10.0,2012,7.5,8.135,2021,Ametista,Pública,Aluno-535,7.161904762,12,3H,0,Feminino,2024
9.0,8.751,Fase 3 (7° e 8° ano),3H,RA-547,7.2102906723333335,4.5,6.833333333333333,10.0,2011,5.932,8.135,2021,Ametista,Pública,Aluno-547,7.030620028333334,13,3H,0,Feminino,2024
10.0,10.002,Fase 3 (7° e 8° ano),3H,RA-557,9.350986466133334,9.0,9.666666666666666,10.0,2012,9.576,7.51,2021,Topázio,Privada - Programa de Apadrinhamento,Aluno-557,8.756265663999999,12,3H,0,Masculino,2024
9.0,9.168,Fase 3 (7° e 8° ano),3H,RA-548,7.240168803466668,5.0,6.666666666666667,10.0,2010,5.626,7.51,2021,Ametista,Pública,Aluno-548,7.600427350666667,13,3H,0,Masculino,2024
10.0,8.751,Fase 2 (5° e 6° ano),3H,RA-1102,8.440611904733334,8.0,9.333333333333334,10.0,2012,7.07,8.13,2023,Topázio,Pública,Aluno-1102,9.390476190333333,12,3H,1,Masculino,2024
0.0,0.0,Fase 4 (9° ano),3H,RA-1532,4.548544781066667,6.0,2.0,5.0,2009,6.832,7.51,2024,Quartzo,Pública,Aluno-1532,3.9057239053333332,15,3H,-1,Masculino,2024
10.0,8.751,Fase 4 (9° ano),3H,RA-538,6.514094017066666,4.5,6.166666666666667,5.0,2009,5.292,7.51,2022,Agata,Pública,Aluno-538,7.668803418666666,14,3H,-1,Masculino,2024
8.0,9.585,Fase 2 (5° e 6° ano),3H,RA-365,8.526983333333334,7.0,6.666666666666667,10.0,2012,8.202,7.51,2022,Topázio,Pública,Aluno-365,10.0,11,3H,1,Feminino,2024
10.0,9.168,Fase 3 (7° e 8° ano),3H,RA-563,8.595447619066668,9.0,8.333333333333334,10.0,2011,7.468,8.135,2021,Topázio,Pública,Aluno-563,9.461904762000001,12,3H,0,Feminino,2024
8.0,9.585,Fase 4 (9° ano),3H,RA-1157,7.916082936533334,6.0,7.0,5.0,2009,8.466,7.51,2023,Ametista,Pública,Aluno-1157,9.082539682666665,15,3H,-1,Masculino,2024
4.0,7.084,Fase 3 (7° e 8° ano),3H,RA-258,6.429063888866667,5.0,2.5,10.0,2010,6.732,7.51,2021,Agata,Pública,Aluno-258,6.944444444333333,13,3H,0,Feminino,2024
0.0,8.751,Fase 3 (7° e 8° ano),3H,RA-369,5.667282265,0.0,1.6666666666666667,10.0,2011,5.428,7.51,2022,Quartzo,Pública,Aluno-369,4.908119658333334,13,3H,0,Masculino,2024
9.0,9.585,Fase 3 (7° e 8° ano),3H,RA-375,7.970034615400001,5.5,6.833333333333333,10.0,2011,6.432,7.51,2021,Ametista,Pública,Aluno-375,9.443589743666667,13,3H,0,Masculino,2024
10.0,9.168,Fase 3 (7° e 8° ano),3I,RA-1533,9.089828985533336,8.5,9.5,10.0,2010,8.3375,8.135,2024,Topázio,Pública,Aluno-1533,9.710144927666667,14,3I,0,Feminino,2024
2.0,7.917,Fase 3 (7° e 8° ano),3I,RA-1534,7.188366666666667,1.5,1.1666666666666667,10.0,2010,8.0825,8.135,2024,Ametista,Pública,Aluno-1534,9.666666666666666,13,3I,0,Feminino,2024
5.5,8.751,Fase 4 (9° ano),3I,RA-1160,6.274190982333334,2.0,3.1666666666666665,5.0,2010,6.2475,7.51,2023,Agata,Pública,Aluno-1160,8.201288245,14,3I,-1,Masculino,2024
7.5,8.334,Fase 3 (7° e 8° ano),3I,RA-562,8.392733333333334,7.5,7.833333333333333,10.0,2011,7.25,8.135,2021,Topázio,Pública,Aluno-562,9.833333333333334,13,3I,0,Feminino,2024
4.0,9.585,Fase 3 (7° e 8° ano),3I,RA-1112,6.8560823939999995,4.0,4.0,10.0,2011,4.705,8.135,2023,Agata,Pública,Aluno-1112,9.02791197,13,3I,0,Masculino,2024
7.5,8.751,Fase 3 (7° e 8° ano),3I,RA-1535,7.109390969933334,5.5,5.833333333333333,10.0,2011,7.9175,7.51,2024,Ametista,Pública,Aluno-1535,5.103121516333333,13,3I,0,Feminino,2024
10.0,9.168,Fase 4 (9° ano),3I,RA-1536,7.653744444466668,3.5,7.0,5.0,2009,7.4575,8.135,2024,Ametista,Pública,Aluno-1536,8.722222222333334,15,3I,-1,Feminino,2024
8.5,8.751,Fase 4 (9° ano),3I,RA-357,7.731569404200001,7.0,7.666666666666667,5.0,2010,7.0825,8.135,2022,Ametista,Pública,Aluno-357,9.028180354333333,14,3I,-1,Masculino,2024
6.5,7.917,Fase 3 (7° e 8° ano),3I,RA-583,7.447591035933334,4.5,5.0,10.0,2010,6.87,8.135,2021,Ametista,Pública,Aluno-583,8.904455179666668,14,3I,0,Feminino,2024
